fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,,Counter
7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,6,7.10.60.012.30.07924370.995143.40.6110.96,2
7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,6,7.10.60.012.30.07924370.995143.40.6110.96,2
7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,6,7.10.601.80.07416340.99723.470.79.96,2
7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,6,7.10.601.80.07416340.99723.470.79.96,2
7.1,0.61,0.02,2.5,0.081,17,87,0.99745,3.48,0.6,9.7,6,7.10.610.022.50.08117870.997453.480.69.76,1
7.1,0.62,0.06,1.3,0.07,5,12,0.9942,3.17,0.48,9.8,5,7.10.620.061.30.075120.99423.170.489.85,1
7.1,0.63,0.06,2,0.083,8,29,0.99855,3.67,0.73,9.6,5,7.10.630.0620.0838290.998553.670.739.65,1
7.1,0.65,0.18,1.8,0.07,13,40,0.997,3.44,0.6,9.1,5,7.10.650.181.80.0713400.9973.440.69.15,1
7.1,0.66,0,2.4,0.052,6,11,0.99318,3.35,0.66,12.7,7,7.10.6602.40.0526110.993183.350.6612.77,1
7.1,0.66,0,3.9,0.086,17,45,0.9976,3.46,0.54,9.5,5,7.10.6603.90.08617450.99763.460.549.55,1
7.1,0.67,0,2.3,0.083,18,27,0.99768,3.44,0.54,9.4,5,7.10.6702.30.08318270.997683.440.549.45,1
7.1,0.68,0.07,1.9,0.075,16,51,0.99685,3.38,0.52,9.5,5,7.10.680.071.90.07516510.996853.380.529.55,1
7.1,0.68,0,2.2,0.073,12,22,0.9969,3.48,0.5,9.3,5,7.10.6802.20.07312220.99693.480.59.35,1
7.1,0.68,0,2.3,0.087,17,26,0.99783,3.45,0.53,9.5,5,7.10.6802.30.08717260.997833.450.539.55,1
7.1,0.685,0.35,2,0.088,9,92,0.9963,3.28,0.62,9.4,5,7.10.6850.3520.0889920.99633.280.629.45,1
7.1,0.69,0.04,2.1,0.068,19,27,0.99712,3.44,0.67,9.8,5,7.10.690.042.10.06819270.997123.440.679.85,1
7.1,0.69,0.08,2.1,0.063,42,52,0.99608,3.42,0.6,10.2,6,7.10.690.082.10.06342520.996083.420.610.26,1
7.1,0.71,0,1.9,0.08,14,35,0.9972,3.47,0.55,9.4,5,7.10.7101.90.0814350.99723.470.559.45,1
7.1,0.715,0,2.35,0.071,21,47,0.99632,3.29,0.45,9.4,5,7.10.71502.350.07121470.996323.290.459.45,1
7.1,0.72,0,1.8,0.123,6,14,0.99627,3.45,0.58,9.8,5,7.10.7201.80.1236140.996273.450.589.85,1
7.1,0.735,0.16,1.9,0.1,15,77,0.9966,3.27,0.64,9.3,5,7.10.7350.161.90.115770.99663.270.649.35,1
7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,6,7.10.750.012.20.05911180.992423.390.412.86,2
7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,6,7.10.750.012.20.05911180.992423.390.412.86,2
7.1,0.755,0.15,1.8,0.107,20,84,0.99593,3.19,0.5,9.5,5,7.10.7550.151.80.10720840.995933.190.59.55,1
7.1,0.84,0.02,4.4,0.096,5,13,0.997,3.41,0.57,11,4,7.10.840.024.40.0965130.9973.410.57114,1
7.1,0.875,0.05,5.7,0.082,3,14,0.99808,3.4,0.52,10.2,3,7.10.8750.055.70.0823140.998083.40.5210.23,1
7.2,0.25,0.37,2.5,0.063,11,41,0.99439,3.52,0.8,12.4,7,7.20.250.372.50.06311410.994393.520.812.47,1
7.2,0.33,0.33,1.7,0.061,3,13,0.996,3.23,1.1,10,8,7.20.330.331.70.0613130.9963.231.1108,1
7.2,0.34,0.21,2.5,0.075,41,68,0.99586,3.37,0.54,10.1,6,7.20.340.212.50.07541680.995863.370.5410.16,1
7.2,0.34,0.24,2,0.071,30,52,0.99576,3.44,0.58,10.1,5,7.20.340.2420.07130520.995763.440.5810.15,1
7.2,0.34,0.32,2.5,0.09,43,113,0.9966,3.32,0.79,11.1,5,7.20.340.322.50.09431130.99663.320.7911.15,1
7.2,0.35,0.26,1.8,0.083,33,75,0.9968,3.4,0.58,9.5,6,7.20.350.261.80.08333750.99683.40.589.56,1
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7,7.20.360.462.10.07424440.995343.40.85117,4
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7,7.20.360.462.10.07424440.995343.40.85117,4
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7,7.20.360.462.10.07424440.995343.40.85117,4
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7,7.20.360.462.10.07424440.995343.40.85117,4
7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,7,7.20.370.3220.06215280.99473.230.7311.37,2
7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,7,7.20.370.3220.06215280.99473.230.7311.37,2
7.2,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5,6,7.20.380.31.80.07331700.996853.420.599.56,2
7.2,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5,6,7.20.380.31.80.07331700.996853.420.599.56,2
7.2,0.38,0.31,2,0.056,15,29,0.99472,3.23,0.76,11.3,8,7.20.380.3120.05615290.994723.230.7611.38,1
7.2,0.38,0.38,2.8,0.068,23,42,0.99356,3.34,0.72,12.9,7,7.20.380.382.80.06823420.993563.340.7212.97,1
7.2,0.39,0.32,1.8,0.065,34,60,0.99714,3.46,0.78,9.9,5,7.20.390.321.80.06534600.997143.460.789.95,1
7.2,0.39,0.44,2.6,0.066,22,48,0.99494,3.3,0.84,11.5,6,7.20.390.442.60.06622480.994943.30.8411.56,1
7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,5,7.20.410.32.10.08335720.9973.440.529.45,2
7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,5,7.20.410.32.10.08335720.9973.440.529.45,2
7.2,0.415,0.36,2,0.081,13,45,0.9972,3.48,0.64,9.2,5,7.20.4150.3620.08113450.99723.480.649.25,1
7.2,0.45,0.15,2,0.078,10,28,0.99609,3.29,0.51,9.9,6,7.20.450.1520.07810280.996093.290.519.96,1
7.2,0.48,0.07,5.5,0.089,10,18,0.99684,3.37,0.68,11.2,7,7.20.480.075.50.08910180.996843.370.6811.27,1
7.2,0.49,0.18,2.7,0.069,13,34,0.9967,3.29,0.48,9.2,6,7.20.490.182.70.06913340.99673.290.489.26,1
7.2,0.49,0.24,2.2,0.07,5,36,0.996,3.33,0.48,9.4,5,7.20.490.242.20.075360.9963.330.489.45,1
7.2,0.5,0.18,2.1,0.071,12,31,0.99761,3.52,0.72,9.6,6,7.20.50.182.10.07112310.997613.520.729.66,1
7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,6,7.20.520.071.40.0745200.99733.320.819.66,2
7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,6,7.20.520.071.40.0745200.99733.320.819.66,2
7.2,0.53,0.13,2,0.058,18,22,0.99573,3.21,0.68,9.9,6,7.20.530.1320.05818220.995733.210.689.96,1
7.2,0.53,0.14,2.1,0.064,15,29,0.99323,3.35,0.61,12.1,6,7.20.530.142.10.06415290.993233.350.6112.16,1
7.2,0.54,0.27,2.6,0.084,12,78,0.9964,3.39,0.71,11,5,7.20.540.272.60.08412780.99643.390.71115,1
7.2,0.56,0.26,2,0.083,13,100,0.99586,3.26,0.52,9.9,5,7.20.560.2620.083131000.995863.260.529.95,1
7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,6,7.20.570.052.30.08116360.995643.380.610.36,2
7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,6,7.20.570.052.30.08116360.995643.380.610.36,2
7.2,0.57,0.06,1.6,0.076,9,27,0.9972,3.36,0.7,9.6,6,7.20.570.061.60.0769270.99723.360.79.66,1
7.2,0.58,0.03,2.3,0.077,7,28,0.99568,3.35,0.52,10,5,7.20.580.032.30.0777280.995683.350.52105,1
7.2,0.58,0.54,2.1,0.114,3,9,0.99719,3.33,0.57,10.3,4,7.20.580.542.10.114390.997193.330.5710.34,1
7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,5,7.20.60.042.50.07618880.997453.530.559.55,2
7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,5,7.20.60.042.50.07618880.997453.530.559.55,2
7.2,0.605,0.02,1.9,0.096,10,31,0.995,3.46,0.53,11.8,6,7.20.6050.021.90.09610310.9953.460.5311.86,1
7.2,0.61,0.08,4,0.082,26,108,0.99641,3.25,0.51,9.4,5,7.20.610.0840.082261080.996413.250.519.45,1
7.2,0.62,0.01,2.3,0.065,8,46,0.99332,3.32,0.51,11.8,6,7.20.620.012.30.0658460.993323.320.5111.86,1
7.2,0.62,0.06,2.5,0.078,17,84,0.99746,3.51,0.53,9.7,5,7.20.620.062.50.07817840.997463.510.539.75,1
7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,5,7.20.620.062.70.07715850.997463.510.549.55,2
7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,5,7.20.620.062.70.07715850.997463.510.549.55,2
7.2,0.63,0.03,2.2,0.08,17,88,0.99745,3.53,0.58,9.8,6,7.20.630.032.20.0817880.997453.530.589.86,1
7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,6,7.20.6301.90.09714380.996753.370.5896,3
7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,6,7.20.6301.90.09714380.996753.370.5896,3
7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,6,7.20.6301.90.09714380.996753.370.5896,3
7.2,0.635,0.07,2.6,0.077,16,86,0.99748,3.51,0.54,9.7,5,7.20.6350.072.60.07716860.997483.510.549.75,1
7.2,0.645,0,1.9,0.097,15,39,0.99675,3.37,0.58,9.2,6,7.20.64501.90.09715390.996753.370.589.26,1
7.2,0.65,0.02,2.3,0.094,5,31,0.9993,3.67,0.8,9.7,5,7.20.650.022.30.0945310.99933.670.89.75,1
7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5,5,7.20.6550.031.80.0787120.995873.340.399.55,2
7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5,5,7.20.6550.031.80.0787120.995873.340.399.55,2
7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,5,7.20.660.032.30.07816860.997433.530.579.75,2
7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,5,7.20.660.032.30.07816860.997433.530.579.75,2
7.2,0.66,0.33,2.5,0.068,34,102,0.99414,3.27,0.78,12.8,6,7.20.660.332.50.068341020.994143.270.7812.86,1
7.2,0.67,0,2.2,0.068,10,24,0.9956,3.42,0.72,11.1,6,7.20.6702.20.06810240.99563.420.7211.16,1
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5,7.20.6950.1320.07612200.995463.290.5410.15,4
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5,7.20.6950.1320.07612200.995463.290.5410.15,4
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5,7.20.6950.1320.07612200.995463.290.5410.15,4
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5,7.20.6950.1320.07612200.995463.290.5410.15,4
7.2,0.725,0.05,4.65,0.086,4,11,0.9962,3.41,0.39,10.9,5,7.20.7250.054.650.0864110.99623.410.3910.95,2
7.2,0.725,0.05,4.65,0.086,4,11,0.9962,3.41,0.39,10.9,5,7.20.7250.054.650.0864110.99623.410.3910.95,2
7.2,0.73,0.02,2.5,0.076,16,42,0.9972,3.44,0.52,9.3,5,7.20.730.022.50.07616420.99723.440.529.35,1
7.2,0.835,0,2,0.166,4,11,0.99608,3.39,0.52,10,5,7.20.835020.1664110.996083.390.52105,1
7.2,1,0,3,0.102,7,16,0.99586,3.43,0.46,10,5,7.21030.1027160.995863.430.46105,1
7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,6,7.30.3050.391.20.0597110.993313.290.5211.56,2
7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,6,7.30.3050.391.20.0597110.993313.290.5211.56,2
7.3,0.32,0.23,2.3,0.066,35,70,0.99588,3.43,0.62,10.1,5,7.30.320.232.30.06635700.995883.430.6210.15,1
7.3,0.33,0.47,2.1,0.077,5,11,0.9958,3.33,0.53,10.3,6,7.30.330.472.10.0775110.99583.330.5310.36,1
7.3,0.34,0.33,2.5,0.064,21,37,0.9952,3.35,0.77,12.1,7,7.30.340.332.50.06421370.99523.350.7712.17,1
7.3,0.35,0.24,2,0.067,28,48,0.99576,3.43,0.54,10,4,7.30.350.2420.06728480.995763.430.54104,1
7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11,5,7.30.3650.492.50.088391060.99663.360.78115,2
7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11,5,7.30.3650.492.50.088391060.99663.360.78115,2
7.3,0.38,0.21,2,0.08,7,35,0.9961,3.33,0.47,9.5,5,7.30.380.2120.087350.99613.330.479.55,2
7.3,0.38,0.21,2,0.08,7,35,0.9961,3.33,0.47,9.5,5,7.30.380.2120.087350.99613.330.479.55,2
7.3,0.39,0.31,2.4,0.074,9,46,0.9962,3.41,0.54,9.4,6,7.30.390.312.40.0749460.99623.410.549.46,1
7.3,0.4,0.3,1.7,0.08,33,79,0.9969,3.41,0.65,9.5,6,7.30.40.31.70.0833790.99693.410.659.56,1
7.3,0.43,0.24,2.5,0.078,27,67,0.99648,3.6,0.59,11.1,6,7.30.430.242.50.07827670.996483.60.5911.16,1
7.3,0.44,0.2,1.6,0.049,24,64,0.9935,3.38,0.57,11.7,6,7.30.440.21.60.04924640.99353.380.5711.76,1
7.3,0.45,0.36,5.9,0.074,12,87,0.9978,3.33,0.83,10.5,5,7.30.450.365.90.07412870.99783.330.8310.55,2
7.3,0.45,0.36,5.9,0.074,12,87,0.9978,3.33,0.83,10.5,5,7.30.450.365.90.07412870.99783.330.8310.55,2
7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10,7,7.30.480.322.10.06231540.997283.30.65107,2
7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10,7,7.30.480.322.10.06231540.997283.30.65107,2
7.3,0.49,0.1,2.6,0.068,4,14,0.99562,3.3,0.47,10.5,5,7.30.490.12.60.0684140.995623.30.4710.55,1
7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,6,7.30.510.182.10.0712280.997683.520.739.56,2
7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,6,7.30.510.182.10.0712280.997683.520.739.56,2
7.3,0.52,0.32,2.1,0.07,51,70,0.99418,3.34,0.82,12.9,6,7.30.520.322.10.0751700.994183.340.8212.96,1
7.3,0.55,0.01,1.8,0.093,9,15,0.99514,3.35,0.58,11,7,7.30.550.011.80.0939150.995143.350.58117,1
7.3,0.55,0.03,1.6,0.072,17,42,0.9956,3.37,0.48,9,4,7.30.550.031.60.07217420.99563.370.4894,1
7.3,0.58,0.3,2.4,0.074,15,55,0.9968,3.46,0.59,10.2,5,7.30.580.32.40.07415550.99683.460.5910.25,1
7.3,0.585,0.18,2.4,0.078,15,60,0.99638,3.31,0.54,9.8,5,7.30.5850.182.40.07815600.996383.310.549.85,1
7.3,0.59,0.26,2,0.08,17,104,0.99584,3.28,0.52,9.9,5,7.30.590.2620.08171040.995843.280.529.95,1
7.3,0.59,0.26,7.2,0.07,35,121,0.9981,3.37,0.49,9.4,5,7.30.590.267.20.07351210.99813.370.499.45,1
7.3,0.65,0,1.2,0.065,15,21,0.9946,3.39,0.47,10,7,7.30.6501.20.06515210.99463.390.47107,1
7.3,0.66,0,2,0.084,6,23,0.9983,3.61,0.96,9.9,6,7.30.66020.0846230.99833.610.969.96,2
7.3,0.66,0,2,0.084,6,23,0.9983,3.61,0.96,9.9,6,7.30.66020.0846230.99833.610.969.96,2
7.3,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.06666667,6,7.30.670.022.20.07231920.995663.320.6811.06666666666676,1
7.3,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.1,6,7.30.670.022.20.07231920.995663.320.6811.16,1
7.3,0.67,0.05,3.6,0.107,6,20,0.9972,3.4,0.63,10.1,5,7.30.670.053.60.1076200.99723.40.6310.15,1
7.3,0.67,0.26,1.8,0.401,16,51,0.9969,3.16,1.14,9.4,5,7.30.670.261.80.40116510.99693.161.149.45,1
7.3,0.69,0.32,2.2,0.069,35,104,0.99632,3.33,0.51,9.5,5,7.30.690.322.20.069351040.996323.330.519.55,1
7.3,0.695,0,2.5,0.075,3,13,0.998,3.49,0.52,9.2,5,7.30.69502.50.0753130.9983.490.529.25,1
7.3,0.73,0.24,1.9,0.108,18,102,0.9967,3.26,0.59,9.3,5,7.30.730.241.90.108181020.99673.260.599.35,1
7.3,0.735,0,2.2,0.08,18,28,0.99765,3.41,0.6,9.4,5,7.30.73502.20.0818280.997653.410.69.45,1
7.3,0.74,0.08,1.7,0.094,10,45,0.99576,3.24,0.5,9.8,5,7.30.740.081.70.09410450.995763.240.59.85,1
7.3,0.835,0.03,2.1,0.092,10,19,0.9966,3.39,0.47,9.6,5,7.30.8350.032.10.09210190.99663.390.479.65,1
7.3,0.91,0.1,1.8,0.074,20,56,0.99672,3.35,0.56,9.2,5,7.30.910.11.80.07420560.996723.350.569.25,1
7.3,0.98,0.05,2.1,0.061,20,49,0.99705,3.31,0.55,9.7,3,7.30.980.052.10.06120490.997053.310.559.73,1
7.3,1.07,0.09,1.7,0.178,10,89,0.9962,3.3,0.57,9,5,7.31.070.091.70.17810890.99623.30.5795,1
7.4,0.25,0.29,2.2,0.054,19,49,0.99666,3.4,0.76,10.9,7,7.40.250.292.20.05419490.996663.40.7610.97,1
7.4,0.29,0.38,1.7,0.062,9,30,0.9968,3.41,0.53,9.5,6,7.40.290.381.70.0629300.99683.410.539.56,1
7.4,0.35,0.33,2.4,0.068,9,26,0.9947,3.36,0.6,11.9,6,7.40.350.332.40.0689260.99473.360.611.96,1
7.4,0.36,0.29,2.6,0.087,26,72,0.99645,3.39,0.68,11,5,7.40.360.292.60.08726720.996453.390.68115,1
7.4,0.36,0.3,1.8,0.074,17,24,0.99419,3.24,0.7,11.4,8,7.40.360.31.80.07417240.994193.240.711.48,1
7.4,0.36,0.34,1.8,0.075,18,38,0.9933,3.38,0.88,13.6,7,7.40.360.341.80.07518380.99333.380.8813.67,1
7.4,0.37,0.43,2.6,0.082,18,82,0.99708,3.33,0.68,9.7,6,7.40.370.432.60.08218820.997083.330.689.76,1
7.4,0.39,0.48,2,0.082,14,67,0.9972,3.34,0.55,9.2,5,7.40.390.4820.08214670.99723.340.559.25,1
7.4,0.41,0.24,1.8,0.066,18,47,0.9956,3.37,0.62,10.4,5,7.40.410.241.80.06618470.99563.370.6210.45,1
7.4,0.47,0.46,2.2,0.114,7,20,0.99647,3.32,0.63,10.5,5,7.40.470.462.20.1147200.996473.320.6310.55,1
7.4,0.49,0.19,3,0.077,16,37,0.9966,3.37,0.51,10.5,5,7.40.490.1930.07716370.99663.370.5110.55,1
7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12,6,7.40.490.272.10.07114250.993883.350.63126,2
7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12,6,7.40.490.272.10.07114250.993883.350.63126,2
7.4,0.5,0.47,2,0.086,21,73,0.997,3.36,0.57,9.1,5,7.40.50.4720.08621730.9973.360.579.15,1
7.4,0.52,0.13,2.4,0.078,34,61,0.99528,3.43,0.59,10.8,6,7.40.520.132.40.07834610.995283.430.5910.86,1
7.4,0.53,0.12,1.9,0.165,4,12,0.99702,3.26,0.86,9.2,5,7.40.530.121.90.1654120.997023.260.869.25,1
7.4,0.53,0.26,2,0.101,16,72,0.9957,3.15,0.57,9.4,5,7.40.530.2620.10116720.99573.150.579.45,1
7.4,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5,5,7.40.550.191.80.08215340.996553.490.6810.55,2
7.4,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5,5,7.40.550.191.80.08215340.996553.490.6810.55,2
7.4,0.55,0.22,2.2,0.106,12,72,0.9959,3.05,0.63,9.2,5,7.40.550.222.20.10612720.99593.050.639.25,1
7.4,0.58,0,2,0.064,7,11,0.99562,3.45,0.58,11.3,6,7.40.58020.0647110.995623.450.5811.36,1
7.4,0.59,0.08,4.4,0.086,6,29,0.9974,3.38,0.5,9,4,7.40.590.084.40.0866290.99743.380.594,1
7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,6,7.40.60.262.10.08317910.996163.290.569.86,2
7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,6,7.40.60.262.10.08317910.996163.290.569.86,2
7.4,0.6,0.26,7.3,0.07,36,121,0.9982,3.37,0.49,9.4,5,7.40.60.267.30.07361210.99823.370.499.45,1
7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,5,7.40.610.0120.07413380.997483.480.659.85,2
7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,5,7.40.610.0120.07413380.997483.480.659.85,2
7.4,0.62,0.05,1.9,0.068,24,42,0.9961,3.42,0.57,11.5,6,7.40.620.051.90.06824420.99613.420.5711.56,1
7.4,0.63,0.07,2.4,0.09,11,37,0.9979,3.43,0.76,9.7,6,7.40.630.072.40.0911370.99793.430.769.76,1
7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,7,7.40.6350.12.40.0816330.997363.580.6910.87,2
7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,7,7.40.6350.12.40.0816330.997363.580.6910.87,2
7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6,5,7.40.640.071.80.18230.99613.30.589.65,2
7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6,5,7.40.640.071.80.18230.99613.30.589.65,2
7.4,0.64,0.17,5.4,0.168,52,98,0.99736,3.28,0.5,9.5,5,7.40.640.175.40.16852980.997363.280.59.55,1
7.4,0.66,0,1.8,0.075,13,40,0.9978,3.51,0.56,9.4,5,7.40.6601.80.07513400.99783.510.569.45,1
7.4,0.67,0.12,1.6,0.186,5,21,0.996,3.39,0.54,9.5,5,7.40.670.121.60.1865210.9963.390.549.55,1
7.4,0.68,0.16,1.8,0.078,12,39,0.9977,3.5,0.7,9.9,6,7.40.680.161.80.07812390.99773.50.79.96,1
7.4,0.7,0,1.9,0.076,11,34,0.9978,3.51,0.56,9.4,5,7.40.701.90.07611340.99783.510.569.45,2
7.4,0.7,0,1.9,0.076,11,34,0.9978,3.51,0.56,9.4,5,7.40.701.90.07611340.99783.510.569.45,2
7.4,0.74,0.07,1.7,0.086,15,48,0.99502,3.12,0.48,10,5,7.40.740.071.70.08615480.995023.120.48105,1
7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.566666667,6,7.40.7850.195.20.09419980.997133.160.529.566666666666676,1
7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.6,6,7.40.7850.195.20.09419980.997133.160.529.66,1
7.4,0.965,0,2.2,0.088,16,32,0.99756,3.58,0.67,10.2,5,7.40.96502.20.08816320.997563.580.6710.25,1
7.4,1.185,0,4.25,0.097,5,14,0.9966,3.63,0.54,10.7,3,7.41.18504.250.0975140.99663.630.5410.73,1
7.5,0.27,0.34,2.3,0.05,4,8,0.9951,3.4,0.64,11,7,7.50.270.342.30.05480.99513.40.64117,1
7.5,0.31,0.41,2.4,0.065,34,60,0.99492,3.34,0.85,11.4,6,7.50.310.412.40.06534600.994923.340.8511.46,1
7.5,0.38,0.48,2.6,0.073,22,84,0.9972,3.32,0.7,9.6,4,7.50.380.482.60.07322840.99723.320.79.64,1
7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,6,7.50.380.572.30.1065120.996053.360.5511.46,2
7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,6,7.50.380.572.30.1065120.996053.360.5511.46,2
7.5,0.4,0.12,3,0.092,29,53,0.9967,3.37,0.7,10.3,6,7.50.40.1230.09229530.99673.370.710.36,1
7.5,0.4,0.18,1.6,0.079,24,58,0.9965,3.34,0.58,9.4,5,7.50.40.181.60.07924580.99653.340.589.45,1
7.5,0.41,0.15,3.7,0.104,29,94,0.99786,3.14,0.58,9.1,5,7.50.410.153.70.10429940.997863.140.589.15,1
7.5,0.42,0.31,1.6,0.08,15,42,0.9978,3.31,0.64,9,5,7.50.420.311.60.0815420.99783.310.6495,1
7.5,0.42,0.32,2.7,0.067,7,25,0.99628,3.24,0.44,10.4,5,7.50.420.322.70.0677250.996283.240.4410.45,1
7.5,0.43,0.3,2.2,0.062,6,12,0.99495,3.44,0.72,11.5,7,7.50.430.32.20.0626120.994953.440.7211.57,1
7.5,0.49,0.19,1.9,0.076,10,44,0.9957,3.39,0.54,9.7,5,7.50.490.191.90.07610440.99573.390.549.75,1
7.5,0.49,0.2,2.6,0.332,8,14,0.9968,3.21,0.9,10.5,6,7.50.490.22.60.3328140.99683.210.910.56,1
7.5,0.5,0.36,6.1,0.071,17,102,0.9978,3.35,0.8,10.5,5,7.50.50.366.10.071171020.99783.350.810.55,2
7.5,0.5,0.36,6.1,0.071,17,102,0.9978,3.35,0.8,10.5,5,7.50.50.366.10.071171020.99783.350.810.55,2
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6,7.50.510.021.70.08413310.995383.360.5410.56,4
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6,7.50.510.021.70.08413310.995383.360.5410.56,4
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6,7.50.510.021.70.08413310.995383.360.5410.56,4
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6,7.50.510.021.70.08413310.995383.360.5410.56,4
7.5,0.52,0.11,1.5,0.079,11,39,0.9968,3.42,0.58,9.6,5,7.50.520.111.50.07911390.99683.420.589.65,1
7.5,0.52,0.16,1.9,0.085,12,35,0.9968,3.38,0.62,9.5,7,7.50.520.161.90.08512350.99683.380.629.57,1
7.5,0.52,0.4,2.2,0.06,12,20,0.99474,3.26,0.64,11.8,6,7.50.520.42.20.0612200.994743.260.6411.86,1
7.5,0.52,0.42,2.3,0.087,8,38,0.9972,3.58,0.61,10.5,6,7.50.520.422.30.0878380.99723.580.6110.56,1
7.5,0.53,0.06,2.6,0.086,20,44,0.9965,3.38,0.59,10.7,6,7.50.530.062.60.08620440.99653.380.5910.76,1
7.5,0.55,0.24,2,0.078,10,28,0.9983,3.45,0.78,9.5,6,7.50.550.2420.07810280.99833.450.789.56,1
7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,6,7.50.570.022.60.07711350.995573.360.6210.86,2
